version,n-workers,n-secondary-workers,n-reservations,n-relations,n-queries,password-work-factor,Energy Cores,Energy Ram,Energy Gpu,Energy Pkg,Time (perf) (s),Time (exec) (s),Ratio time (%),Power_Cores,Power_Ram,Power_Gpu,Power_Pkg
txact,60,2,1000,50,10,5,73.95,1.44,0.04,74.95,3.1018846,0.576817,0.1859569,23.84,0.46,0.01,24.16
txact,62,2,1000,50,10,5,74.61,1.43,0.03,75.62,3.1180239,0.617553,0.1980591,23.93,0.46,0.01,24.25
txact,64,2,1000,50,10,5,75.58,1.46,0.04,76.6,3.1467245,0.602404,0.1914384,24.02,0.46,0.01,24.34
txact,1,2,1000,50,10,5,241.21,5.26,0.09,245.7,14.7034989,12.151639,0.8264454,16.4,0.36,0.01,16.71
txact,2,2,1000,50,10,5,123.88,2.37,0.06,125.7,5.7746321,3.248407,0.5625306,21.45,0.41,0.01,21.77
txact,4,2,1000,50,10,5,134.93,2.12,0.08,136.47,4.7325192,2.194432,0.4636922,28.51,0.45,0.02,28.84
txact,6,2,1000,50,10,5,97.61,1.65,0.01,98.76,3.644678,1.112823,0.3053282,26.78,0.45,0.0,27.1
txact,8,2,1000,50,10,5,81.73,1.5,0.03,82.77,3.2591935,0.769446,0.2360848,25.08,0.46,0.01,25.4
txact,10,2,1000,50,10,5,82.66,1.54,0.04,83.76,3.3874011,0.876516,0.2587577,24.4,0.45,0.01,24.73
txact,12,2,1000,50,10,5,77.71,1.49,0.04,78.76,3.2477749,0.73703,0.2269338,23.93,0.46,0.01,24.25
txact,14,2,1000,50,10,5,75.8,1.44,0.03,76.79,3.1695938,0.654492,0.2064908,23.91,0.45,0.01,24.23
txact,16,2,1000,50,10,5,74.06,1.46,0.03,75.1,3.1874876,0.628131,0.1970615,23.23,0.46,0.01,23.56
txact,18,2,1000,50,10,5,72.85,1.41,0.04,73.84,3.0554097,0.557506,0.1824652,23.84,0.46,0.01,24.17
txact,20,2,1000,50,10,5,75.42,1.47,0.04,76.45,3.2253532,0.69104,0.2142525,23.38,0.46,0.01,23.7
txact,22,2,1000,50,10,5,74.53,1.42,0.02,75.53,3.1372236,0.617249,0.1967501,23.76,0.45,0.01,24.08
txact,24,2,1000,50,10,5,71.83,1.44,0.04,72.84,3.1322247,0.561219,0.1791758,22.93,0.46,0.01,23.26
txact,26,2,1000,50,10,5,73.69,1.42,0.03,74.68,3.093501,0.545078,0.176201,23.82,0.46,0.01,24.14
txact,28,2,1000,50,10,5,74.0,1.45,0.03,75.0,3.1571865,0.599922,0.1900179,23.44,0.46,0.01,23.76
txact,30,2,1000,50,10,5,72.61,1.41,0.02,73.58,3.0741565,0.553962,0.1801997,23.62,0.46,0.01,23.94
txact,32,2,1000,50,10,5,74.48,1.44,0.03,75.48,3.1164042,0.599471,0.1923598,23.9,0.46,0.01,24.22
txact,34,2,1000,50,10,5,72.75,1.45,0.04,73.75,3.1403559,0.588437,0.1873791,23.17,0.46,0.01,23.48
txact,36,2,1000,50,10,5,73.57,1.47,0.04,74.6,3.1894507,0.58781,0.1842982,23.07,0.46,0.01,23.39
txact,38,2,1000,50,10,5,74.62,1.45,0.03,75.65,3.1362756,0.589439,0.1879423,23.79,0.46,0.01,24.12
txact,40,2,1000,50,10,5,73.07,1.45,0.03,74.07,3.1464266,0.576206,0.1831303,23.22,0.46,0.01,23.54
txact,42,2,1000,50,10,5,77.79,1.47,0.03,78.83,3.2061313,0.679038,0.2117936,24.26,0.46,0.01,24.59
txact,44,2,1000,50,10,5,72.53,1.42,0.03,73.52,3.0722583,0.561467,0.1827538,23.61,0.46,0.01,23.93
txact,46,2,1000,50,10,5,73.37,1.44,0.03,74.39,3.1329663,0.589632,0.1882025,23.42,0.46,0.01,23.74
txact,48,2,1000,50,10,5,73.29,1.44,0.04,74.3,3.1038234,0.590785,0.190341,23.61,0.46,0.01,23.94
txact,50,2,1000,50,10,5,72.78,1.43,0.04,73.77,3.0534425,0.549397,0.1799271,23.84,0.47,0.01,24.16
txact,52,2,1000,50,10,5,77.44,1.46,0.04,78.47,3.1956002,0.654738,0.2048873,24.23,0.46,0.01,24.56
txact,54,2,1000,50,10,5,74.33,1.45,0.03,75.34,3.1608711,0.60568,0.1916181,23.52,0.46,0.01,23.84
txact,56,2,1000,50,10,5,73.01,1.44,0.04,74.01,3.1196202,0.612978,0.1964912,23.4,0.46,0.01,23.72
txact,58,2,1000,50,10,5,73.07,1.45,0.03,74.09,3.1315874,0.596864,0.1905947,23.33,0.46,0.01,23.66
txact,60,2,1000,50,10,5,73.28,1.44,0.03,74.27,3.0555838,0.558104,0.1826505,23.98,0.47,0.01,24.31
txact,62,2,1000,50,10,5,74.04,1.45,0.02,75.03,3.1591059,0.611191,0.1934696,23.44,0.46,0.01,23.75
txact,64,2,1000,50,10,5,75.35,1.47,0.04,76.38,3.2020103,0.640978,0.2001799,23.53,0.46,0.01,23.85
txact,1,2,1000,50,10,5,237.51,5.26,0.1,242.0,14.6984595,12.114645,0.8242119,16.16,0.36,0.01,16.46
txact,2,2,1000,50,10,5,121.14,2.29,0.06,122.89,5.5218352,3.02346,0.5475462,21.94,0.41,0.01,22.26
txact,4,2,1000,50,10,5,125.21,2.0,0.06,126.67,4.440242,1.958377,0.4410519,28.2,0.45,0.01,28.53
txact,6,2,1000,50,10,5,99.51,1.66,0.03,100.68,3.6378367,1.141664,0.3138305,27.35,0.46,0.01,27.68
txact,8,2,1000,50,10,5,84.72,1.56,0.05,85.83,3.4130726,0.925889,0.2712773,24.82,0.46,0.01,25.15
txact,10,2,1000,50,10,5,73.22,1.44,0.04,74.24,3.1296326,0.55398,0.1770112,23.4,0.46,0.01,23.72
txact,12,2,1000,50,10,5,76.0,1.47,0.03,77.02,3.217488,0.662629,0.2059461,23.62,0.46,0.01,23.94
txact,14,2,1000,50,10,5,75.82,1.47,0.02,76.84,3.2430249,0.693007,0.2136915,23.38,0.45,0.01,23.69
txact,16,2,1000,50,10,5,74.44,1.46,0.04,75.46,3.1855212,0.650598,0.204236,23.37,0.46,0.01,23.69
txact,18,2,1000,50,10,5,74.06,1.44,0.04,75.06,3.1048652,0.584363,0.1882088,23.85,0.46,0.01,24.17
txact,20,2,1000,50,10,5,71.9,1.42,0.04,72.89,3.0861503,0.520432,0.1686347,23.3,0.46,0.01,23.62
txact,22,2,1000,50,10,5,72.71,1.42,0.02,73.69,3.0881354,0.537893,0.1741805,23.54,0.46,0.01,23.86
txact,24,2,1000,50,10,5,73.42,1.43,0.03,74.4,3.0935235,0.547897,0.177111,23.73,0.46,0.01,24.05
txact,26,2,1000,50,10,5,73.45,1.45,0.04,74.46,3.1529648,0.57087,0.1810582,23.3,0.46,0.01,23.62
txact,28,2,1000,50,10,5,72.17,1.43,0.04,73.19,3.1014429,0.541775,0.1746848,23.27,0.46,0.01,23.6
txact,30,2,1000,50,10,5,73.53,1.45,0.02,74.54,3.1831122,0.587354,0.1845219,23.1,0.46,0.01,23.42
txact,32,2,1000,50,10,5,75.05,1.45,0.03,76.05,3.1623333,0.616349,0.1949032,23.73,0.46,0.01,24.05
txact,34,2,1000,50,10,5,77.12,1.45,0.07,78.15,3.1236208,0.622476,0.1992803,24.69,0.46,0.02,25.02
txact,36,2,1000,50,10,5,73.11,1.44,0.04,74.13,3.1129856,0.551814,0.177262,23.49,0.46,0.01,23.81
txact,38,2,1000,50,10,5,77.57,1.47,0.02,78.59,3.2321189,0.659819,0.2041444,24.0,0.45,0.01,24.32
txact,40,2,1000,50,10,5,76.01,1.47,0.04,77.03,3.1222415,0.595803,0.1908254,24.34,0.47,0.01,24.67
txact,42,2,1000,50,10,5,75.16,1.44,0.03,76.15,3.0900812,0.594393,0.1923551,24.32,0.47,0.01,24.64
txact,44,2,1000,50,10,5,74.25,1.45,0.04,75.26,3.1017482,0.570044,0.1837815,23.94,0.47,0.01,24.26
txact,46,2,1000,50,10,5,76.85,1.46,0.02,77.85,3.1452603,0.6229,0.198044,24.43,0.46,0.01,24.75
txact,48,2,1000,50,10,5,74.36,1.46,0.03,75.37,3.1093794,0.565453,0.181854,23.91,0.47,0.01,24.24
txact,50,2,1000,50,10,5,76.9,1.49,0.04,77.93,3.1623816,0.631205,0.199598,24.32,0.47,0.01,24.64
txact,52,2,1000,50,10,5,75.83,1.46,0.05,76.83,3.0953062,0.597068,0.1928946,24.5,0.47,0.02,24.82
txact,54,2,1000,50,10,5,76.11,1.47,0.03,77.13,3.1377803,0.593905,0.1892755,24.26,0.47,0.01,24.58
txact,56,2,1000,50,10,5,74.05,1.44,0.05,75.06,3.1076172,0.589966,0.1898451,23.83,0.46,0.02,24.15
txact,58,2,1000,50,10,5,73.81,1.45,0.04,74.85,3.1604139,0.60204,0.190494,23.35,0.46,0.01,23.68
txact,60,2,1000,50,10,5,74.54,1.45,0.04,75.56,3.149099,0.630303,0.2001534,23.67,0.46,0.01,23.99
txact,62,2,1000,50,10,5,74.25,1.46,0.03,75.26,3.1536512,0.600031,0.1902655,23.54,0.46,0.01,23.86
txact,64,2,1000,50,10,5,73.33,1.45,0.04,74.34,3.1304771,0.584933,0.1868511,23.42,0.46,0.01,23.75
txact,1,2,1000,50,10,5,239.3,5.24,0.08,243.75,14.6663531,12.145722,0.8281351,16.32,0.36,0.01,16.62
txact,2,2,1000,50,10,5,120.52,2.31,0.07,122.3,5.599188,3.078032,0.5497283,21.52,0.41,0.01,21.84
txact,4,2,1000,50,10,5,132.31,2.1,0.06,133.82,4.7159435,2.206762,0.4679365,28.06,0.45,0.01,28.38
txact,6,2,1000,50,10,5,99.43,1.67,0.02,100.59,3.6861666,1.164405,0.3158851,26.97,0.45,0.01,27.29
txact,8,2,1000,50,10,5,81.92,1.53,0.03,82.99,3.353193,0.824664,0.245934,24.43,0.46,0.01,24.75
txact,10,2,1000,50,10,5,75.59,1.43,0.04,76.6,3.1049946,0.608866,0.1960925,24.34,0.46,0.01,24.67
txact,12,2,1000,50,10,5,74.59,1.47,0.05,75.62,3.1821892,0.625303,0.1965009,23.44,0.46,0.02,23.76
txact,14,2,1000,50,10,5,73.26,1.45,0.02,74.26,3.1739352,0.617264,0.1944791,23.08,0.46,0.01,23.4
txact,16,2,1000,50,10,5,73.69,1.42,0.03,74.68,3.0818401,0.573295,0.1860236,23.91,0.46,0.01,24.23
txact,18,2,1000,50,10,5,73.56,1.44,0.04,74.57,3.1419136,0.612413,0.1949172,23.41,0.46,0.01,23.73
txact,20,2,1000,50,10,5,74.08,1.44,0.05,75.1,3.110051,0.614453,0.1975701,23.82,0.46,0.02,24.15
txact,22,2,1000,50,10,5,71.16,1.42,0.03,72.14,3.0756152,0.552576,0.1796636,23.14,0.46,0.01,23.46
txact,24,2,1000,50,10,5,73.31,1.44,0.03,74.31,3.1412909,0.570937,0.1817523,23.34,0.46,0.01,23.66
txact,26,2,1000,50,10,5,74.03,1.44,0.04,75.04,3.1146212,0.573914,0.1842645,23.77,0.46,0.01,24.09
txact,28,2,1000,50,10,5,73.75,1.44,0.03,74.74,3.1083446,0.56167,0.1806975,23.73,0.46,0.01,24.04
txact,30,2,1000,50,10,5,72.98,1.43,0.01,73.94,3.1211611,0.572273,0.1833526,23.38,0.46,0.0,23.69
txact,32,2,1000,50,10,5,71.75,1.45,0.05,72.77,3.1251809,0.553444,0.1770918,22.96,0.46,0.02,23.29
txact,34,2,1000,50,10,5,73.27,1.45,0.05,74.31,3.1390545,0.572819,0.1824814,23.34,0.46,0.02,23.67
txact,36,2,1000,50,10,5,72.87,1.42,0.03,73.84,3.0703007,0.568949,0.1853073,23.73,0.46,0.01,24.05
txact,38,2,1000,50,10,5,72.27,1.44,0.03,73.27,3.119261,0.555928,0.1782243,23.17,0.46,0.01,23.49
txact,40,2,1000,50,10,5,73.29,1.44,0.02,74.27,3.1167864,0.55094,0.1767654,23.51,0.46,0.01,23.83
txact,42,2,1000,50,10,5,80.0,1.48,0.03,81.02,3.2425431,0.724488,0.223432,24.67,0.46,0.01,24.99
txact,44,2,1000,50,10,5,73.54,1.46,0.06,74.6,3.146312,0.571939,0.1817808,23.37,0.46,0.02,23.71
txact,46,2,1000,50,10,5,75.46,1.44,0.02,76.45,3.1693549,0.622247,0.1963324,23.81,0.45,0.01,24.12
txact,48,2,1000,50,10,5,76.51,1.48,0.04,77.55,3.2398832,0.65916,0.2034518,23.62,0.46,0.01,23.94
txact,50,2,1000,50,10,5,73.4,1.46,0.04,74.41,3.1662272,0.614975,0.1942296,23.18,0.46,0.01,23.5
txact,52,2,1000,50,10,5,73.32,1.42,0.04,74.3,3.0845989,0.586607,0.1901729,23.77,0.46,0.01,24.09
txact,54,2,1000,50,10,5,78.83,1.46,0.04,79.86,3.198087,0.686719,0.2147281,24.65,0.46,0.01,24.97
txact,56,2,1000,50,10,5,75.1,1.46,0.03,76.11,3.1747198,0.605947,0.1908663,23.66,0.46,0.01,23.97
txact,58,2,1000,50,10,5,74.91,1.45,0.03,75.91,3.1256668,0.580108,0.185595,23.97,0.46,0.01,24.29
txact,60,2,1000,50,10,5,73.52,1.45,0.03,74.52,3.1283344,0.556479,0.1778835,23.5,0.46,0.01,23.82
txact,62,2,1000,50,10,5,75.76,1.45,0.01,76.75,3.1566784,0.606008,0.1919765,24.0,0.46,0.0,24.31
txact,64,2,1000,50,10,5,73.53,1.44,0.03,74.52,3.1332924,0.593565,0.1894381,23.47,0.46,0.01,23.78
txact,1,2,1000,50,10,5,240.42,5.24,0.11,244.89,14.6433837,12.129301,0.8283127,16.42,0.36,0.01,16.72
txact,2,2,1000,50,10,5,121.05,2.32,0.06,122.82,5.6018131,3.050306,0.5445212,21.61,0.41,0.01,21.93
txact,4,2,1000,50,10,5,132.99,2.13,0.06,134.54,4.7952134,2.271309,0.4736617,27.73,0.44,0.01,28.06
txact,6,2,1000,50,10,5,102.76,1.68,0.01,103.91,3.6794651,1.172865,0.3187597,27.93,0.46,0.0,28.24
txact,8,2,1000,50,10,5,80.0,1.49,0.06,81.08,3.2419413,0.739223,0.2280186,24.68,0.46,0.02,25.01
txact,10,2,1000,50,10,5,75.62,1.46,0.05,76.66,3.1838012,0.674927,0.2119878,23.75,0.46,0.02,24.08
txact,12,2,1000,50,10,5,77.19,1.47,0.04,78.22,3.174952,0.66447,0.2092851,24.31,0.46,0.01,24.64
txact,14,2,1000,50,10,5,72.6,1.43,0.02,73.61,3.1216959,0.597181,0.1913002,23.26,0.46,0.01,23.58
txact,16,2,1000,50,10,5,74.2,1.46,0.04,75.23,3.1880568,0.605629,0.1899681,23.27,0.46,0.01,23.6
txact,18,2,1000,50,10,5,73.27,1.45,0.03,74.27,3.1511413,0.595569,0.189001,23.25,0.46,0.01,23.57
txact,20,2,1000,50,10,5,73.74,1.43,0.04,74.76,3.1185387,0.556883,0.1785718,23.65,0.46,0.01,23.97
txact,22,2,1000,50,10,5,71.85,1.41,0.01,72.81,3.0834669,0.548932,0.1780243,23.3,0.46,0.0,23.61
txact,24,2,1000,50,10,5,72.45,1.45,0.04,73.47,3.1663229,0.579864,0.1831348,22.88,0.46,0.01,23.2
txact,26,2,1000,50,10,5,74.49,1.43,0.03,75.5,3.1208502,0.571755,0.1832049,23.87,0.46,0.01,24.19
txact,28,2,1000,50,10,5,72.21,1.45,0.03,73.21,3.1502052,0.570852,0.1812111,22.92,0.46,0.01,23.24
txact,30,2,1000,50,10,5,72.93,1.42,0.01,73.91,3.1085686,0.563715,0.1813423,23.46,0.46,0.0,23.78
txact,32,2,1000,50,10,5,72.54,1.43,0.04,73.54,3.1064065,0.60258,0.1939798,23.35,0.46,0.01,23.67
txact,34,2,1000,50,10,5,71.5,1.45,0.03,72.51,3.1243771,0.552827,0.1769399,22.88,0.46,0.01,23.21
txact,36,2,1000,50,10,5,82.01,1.51,0.03,83.07,3.3289842,0.764977,0.2297929,24.64,0.45,0.01,24.95
txact,38,2,1000,50,10,5,72.86,1.42,0.02,73.85,3.102216,0.57588,0.185635,23.49,0.46,0.01,23.81
txact,40,2,1000,50,10,5,73.82,1.44,0.06,74.83,3.1113927,0.577595,0.1856387,23.73,0.46,0.02,24.05
txact,42,2,1000,50,10,5,73.09,1.44,0.05,74.11,3.1072119,0.59085,0.1901544,23.52,0.46,0.02,23.85
txact,44,2,1000,50,10,5,73.66,1.43,0.03,74.66,3.060982,0.556368,0.1817613,24.06,0.47,0.01,24.39
txact,46,2,1000,50,10,5,76.96,1.47,0.03,77.98,3.2321933,0.683015,0.2113163,23.81,0.45,0.01,24.13
txact,48,2,1000,50,10,5,73.7,1.43,0.04,74.69,3.083063,0.570123,0.184921,23.9,0.46,0.01,24.23
txact,50,2,1000,50,10,5,72.61,1.44,0.05,73.63,3.1048521,0.564801,0.1819091,23.39,0.46,0.02,23.71
txact,52,2,1000,50,10,5,72.42,1.45,0.04,73.42,3.1335777,0.567574,0.1811265,23.11,0.46,0.01,23.43
txact,54,2,1000,50,10,5,72.81,1.45,0.03,73.82,3.1601619,0.59684,0.1888637,23.04,0.46,0.01,23.36
txact,56,2,1000,50,10,5,79.81,1.5,0.04,80.85,3.2703273,0.728136,0.2226493,24.4,0.46,0.01,24.72
txact,58,2,1000,50,10,5,74.05,1.46,0.04,75.06,3.1319051,0.580644,0.1853964,23.64,0.47,0.01,23.97
txact,60,2,1000,50,10,5,73.38,1.45,0.03,74.38,3.1319465,0.590904,0.1886699,23.43,0.46,0.01,23.75
txact,62,2,1000,50,10,5,72.87,1.42,0.02,73.84,3.0839212,0.587814,0.190606,23.63,0.46,0.01,23.94
txact,64,2,1000,50,10,5,74.9,1.47,0.04,75.93,3.1868605,0.618587,0.1941055,23.5,0.46,0.01,23.83
txact,1,2,1000,50,10,5,238.68,5.25,0.11,243.17,14.6581065,12.130351,0.8275524,16.28,0.36,0.01,16.59
txact,2,2,1000,50,10,5,123.66,2.36,0.07,125.48,5.7200971,3.210254,0.5612237,21.62,0.41,0.01,21.94
txact,4,2,1000,50,10,5,122.67,1.96,0.06,124.08,4.3693227,1.861502,0.426039,28.08,0.45,0.01,28.4
txact,6,2,1000,50,10,5,95.38,1.6,0.02,96.5,3.4802098,0.949627,0.2728649,27.41,0.46,0.01,27.73
txact,8,2,1000,50,10,5,83.41,1.55,0.04,84.51,3.4568457,0.951018,0.2751115,24.13,0.45,0.01,24.45
txact,10,2,1000,50,10,5,76.76,1.46,0.04,77.78,3.1635694,0.653474,0.2065622,24.26,0.46,0.01,24.59
txact,12,2,1000,50,10,5,78.19,1.47,0.04,79.2,3.2018297,0.692173,0.2161805,24.42,0.46,0.01,24.74
txact,14,2,1000,50,10,5,77.88,1.49,0.02,78.91,3.264433,0.711094,0.2178308,23.86,0.46,0.01,24.17
txact,16,2,1000,50,10,5,76.94,1.48,0.03,77.96,3.2004962,0.662825,0.2071007,24.04,0.46,0.01,24.36
txact,18,2,1000,50,10,5,77.25,1.47,0.05,78.28,3.149827,0.642973,0.2041296,24.53,0.47,0.02,24.85
txact,20,2,1000,50,10,5,74.68,1.46,0.04,75.7,3.1535674,0.575957,0.1826367,23.68,0.46,0.01,24.0
txact,22,2,1000,50,10,5,73.88,1.42,0.01,74.85,3.1021021,0.583183,0.1879961,23.82,0.46,0.0,24.13
txact,24,2,1000,50,10,5,73.01,1.45,0.03,74.05,3.1676593,0.620533,0.1958964,23.05,0.46,0.01,23.38
txact,26,2,1000,50,10,5,73.27,1.42,0.03,74.26,3.0903663,0.563801,0.1824382,23.71,0.46,0.01,24.03
txact,28,2,1000,50,10,5,72.92,1.43,0.05,73.93,3.1029996,0.550899,0.1775376,23.5,0.46,0.02,23.83
txact,30,2,1000,50,10,5,72.88,1.43,0.02,73.86,3.1117754,0.571227,0.1835695,23.42,0.46,0.01,23.74
txact,32,2,1000,50,10,5,73.04,1.45,0.04,74.06,3.1487352,0.597265,0.1896841,23.2,0.46,0.01,23.52
txact,34,2,1000,50,10,5,73.16,1.42,0.04,74.16,3.0482553,0.559972,0.1837025,24.0,0.47,0.01,24.33
txact,36,2,1000,50,10,5,72.61,1.43,0.04,73.62,3.1089055,0.576761,0.185519,23.36,0.46,0.01,23.68
txact,38,2,1000,50,10,5,76.27,1.45,0.02,77.27,3.1340052,0.613401,0.1957243,24.34,0.46,0.01,24.66
txact,40,2,1000,50,10,5,72.55,1.46,0.05,73.57,3.1679173,0.583826,0.1842933,22.9,0.46,0.02,23.22
txact,42,2,1000,50,10,5,80.47,1.49,0.03,81.52,3.2718899,0.718486,0.2195936,24.59,0.46,0.01,24.92
txact,44,2,1000,50,10,5,72.39,1.44,0.04,73.39,3.1030014,0.586243,0.1889277,23.33,0.46,0.01,23.65
txact,46,2,1000,50,10,5,73.47,1.42,0.03,74.46,3.0896457,0.569217,0.1842337,23.78,0.46,0.01,24.1
txact,48,2,1000,50,10,5,72.31,1.43,0.04,73.31,3.1073087,0.530962,0.1708752,23.27,0.46,0.01,23.59
txact,50,2,1000,50,10,5,74.19,1.45,0.04,75.19,3.135329,0.584241,0.1863412,23.66,0.46,0.01,23.98
txact,52,2,1000,50,10,5,74.95,1.45,0.03,75.96,3.1618179,0.629563,0.1991143,23.7,0.46,0.01,24.02
txact,54,2,1000,50,10,5,73.34,1.42,0.01,74.31,3.1006769,0.566933,0.1828417,23.65,0.46,0.0,23.97
txact,56,2,1000,50,10,5,72.84,1.43,0.03,73.82,3.0677921,0.554275,0.1806755,23.74,0.47,0.01,24.06
txact,58,2,1000,50,10,5,75.37,1.45,0.03,76.38,3.1713313,0.637001,0.2008623,23.77,0.46,0.01,24.08
txact,60,2,1000,50,10,5,76.64,1.47,0.06,77.69,3.2009504,0.642532,0.2007316,23.94,0.46,0.02,24.27
txact,62,2,1000,50,10,5,75.43,1.45,0.01,76.42,3.1418078,0.601735,0.1915251,24.01,0.46,0.0,24.32
txact,64,2,1000,50,10,5,73.17,1.43,0.03,74.17,3.1048504,0.591173,0.1904031,23.57,0.46,0.01,23.89
txact,1,2,1000,50,10,5,237.8,5.25,0.08,242.27,14.6893068,12.142988,0.8266549,16.19,0.36,0.01,16.49
txact,2,2,1000,50,10,5,123.81,2.35,0.06,125.61,5.6778763,3.165776,0.5575634,21.81,0.41,0.01,22.12
txact,4,2,1000,50,10,5,127.01,2.01,0.06,128.45,4.478461,1.972314,0.4403999,28.36,0.45,0.01,28.68
txact,6,2,1000,50,10,5,103.19,1.76,0.02,104.43,3.9557948,1.39462,0.3525512,26.09,0.44,0.01,26.4
txact,8,2,1000,50,10,5,81.77,1.54,0.04,82.87,3.4144706,0.892448,0.2613723,23.95,0.45,0.01,24.27
txact,10,2,1000,50,10,5,75.99,1.47,0.05,77.04,3.2015085,0.670202,0.2093394,23.74,0.46,0.02,24.06
txact,12,2,1000,50,10,5,74.91,1.44,0.03,75.92,3.1386395,0.622127,0.1982155,23.87,0.46,0.01,24.19
txact,14,2,1000,50,10,5,74.0,1.41,0.02,74.99,3.0834162,0.564058,0.1829328,24.0,0.46,0.01,24.32
txact,16,2,1000,50,10,5,73.9,1.44,0.04,74.9,3.1182433,0.578924,0.1856571,23.7,0.46,0.01,24.02
txact,18,2,1000,50,10,5,74.24,1.42,0.04,75.24,3.0707308,0.566297,0.1844177,24.18,0.46,0.01,24.5
txact,20,2,1000,50,10,5,73.33,1.43,0.03,74.31,3.116918,0.585635,0.1878891,23.53,0.46,0.01,23.84
txact,22,2,1000,50,10,5,73.73,1.44,0.02,74.74,3.1523894,0.620652,0.196883,23.39,0.46,0.01,23.71
txact,24,2,1000,50,10,5,72.28,1.44,0.04,73.28,3.1209284,0.563828,0.1806603,23.16,0.46,0.01,23.48
txact,26,2,1000,50,10,5,72.66,1.42,0.03,73.63,3.0713643,0.547973,0.1784135,23.66,0.46,0.01,23.97
txact,28,2,1000,50,10,5,73.15,1.45,0.05,74.17,3.1702713,0.597135,0.1883545,23.07,0.46,0.02,23.4
txact,30,2,1000,50,10,5,73.83,1.45,0.04,74.86,3.12972,0.599291,0.1914839,23.59,0.46,0.01,23.92
txact,32,2,1000,50,10,5,73.71,1.43,0.04,74.71,3.1011675,0.551986,0.177993,23.77,0.46,0.01,24.09
txact,34,2,1000,50,10,5,76.1,1.46,0.03,77.11,3.1773359,0.638177,0.2008529,23.95,0.46,0.01,24.27
txact,36,2,1000,50,10,5,74.4,1.45,0.04,75.42,3.1191161,0.60474,0.1938819,23.85,0.46,0.01,24.18
txact,38,2,1000,50,10,5,72.73,1.43,0.03,73.71,3.0973766,0.570343,0.1841374,23.48,0.46,0.01,23.8
txact,40,2,1000,50,10,5,72.85,1.45,0.03,73.87,3.1570053,0.574084,0.1818445,23.08,0.46,0.01,23.4
txact,42,2,1000,50,10,5,77.44,1.45,0.04,78.46,3.1907703,0.66475,0.2083353,24.27,0.45,0.01,24.59
txact,44,2,1000,50,10,5,73.93,1.45,0.04,74.94,3.1100059,0.57119,0.183662,23.77,0.47,0.01,24.1
txact,46,2,1000,50,10,5,73.17,1.43,0.02,74.14,3.1054328,0.571019,0.1838774,23.56,0.46,0.01,23.87
txact,48,2,1000,50,10,5,72.94,1.44,0.04,73.95,3.1046174,0.566885,0.1825942,23.49,0.46,0.01,23.82
txact,50,2,1000,50,10,5,72.4,1.42,0.02,73.38,3.0559321,0.541266,0.1771198,23.69,0.46,0.01,24.01
txact,52,2,1000,50,10,5,73.02,1.45,0.04,74.03,3.1570109,0.568521,0.180082,23.13,0.46,0.01,23.45
txact,54,2,1000,50,10,5,74.29,1.44,0.02,75.29,3.1591536,0.613725,0.1942688,23.52,0.46,0.01,23.83
txact,56,2,1000,50,10,5,73.35,1.45,0.03,74.37,3.1256389,0.58204,0.1862147,23.47,0.46,0.01,23.79
txact,58,2,1000,50,10,5,77.99,1.47,0.04,79.03,3.1950812,0.690639,0.216157,24.41,0.46,0.01,24.73
txact,60,2,1000,50,10,5,74.13,1.44,0.04,75.13,3.1002044,0.581298,0.1875031,23.91,0.46,0.01,24.23
txact,62,2,1000,50,10,5,73.07,1.43,0.03,74.07,3.1175763,0.600344,0.1925675,23.44,0.46,0.01,23.76
txact,64,2,1000,50,10,5,74.09,1.45,0.03,75.12,3.1386749,0.596564,0.1900687,23.61,0.46,0.01,23.93
txact,1,8,1000,50,10,5,210.51,4.75,0.09,214.44,12.8026899,10.313701,0.8055886,16.44,0.37,0.01,16.75
txact,2,8,1000,50,10,5,182.48,3.23,0.08,184.94,7.6883849,5.179081,0.6736241,23.73,0.42,0.01,24.05
txact,4,8,1000,50,10,5,156.82,2.36,0.06,158.48,5.0748985,2.573464,0.5070966,30.9,0.47,0.01,31.23
txact,6,8,1000,50,10,5,143.32,2.1,0.05,144.75,4.3923787,1.846506,0.4203886,32.63,0.48,0.01,32.95
txact,8,8,1000,50,10,5,118.81,1.87,0.06,120.11,3.9270724,1.407896,0.3585103,30.25,0.48,0.02,30.59
txact,10,8,1000,50,10,5,84.71,1.54,0.05,85.8,3.3126302,0.800479,0.2416445,25.57,0.46,0.02,25.9
txact,12,8,1000,50,10,5,79.29,1.48,0.04,80.32,3.1703075,0.657496,0.2073919,25.01,0.47,0.01,25.34
txact,14,8,1000,50,10,5,77.77,1.48,0.05,78.81,3.1986971,0.667801,0.2087728,24.31,0.46,0.02,24.64
txact,16,8,1000,50,10,5,76.0,1.48,0.04,77.04,3.1833146,0.628053,0.1972953,23.87,0.46,0.01,24.2
txact,18,8,1000,50,10,5,76.54,1.47,0.02,77.56,3.2159106,0.686718,0.2135377,23.8,0.46,0.01,24.12
txact,20,8,1000,50,10,5,74.55,1.44,0.05,75.56,3.0999562,0.601151,0.1939224,24.05,0.46,0.02,24.37
txact,22,8,1000,50,10,5,74.73,1.45,0.05,75.74,3.0924417,0.574801,0.1858729,24.17,0.47,0.02,24.49
txact,24,8,1000,50,10,5,73.84,1.46,0.03,74.84,3.1562656,0.567459,0.1797881,23.39,0.46,0.01,23.71
