version,n-workers,n-secondary-workers,n-reservations,n-relations,n-queries,password-work-factor,Energy Cores,Energy Ram,Energy Gpu,Energy Pkg,Time (perf) (s),Time (exec) (s),Ratio time (%),Power_Cores,Power_Ram,Power_Gpu,Power_Pkg
txact,4,2,1000,50,10,5,142.29,10.41,0.17,190.11,5.0807017,2.374499,0.4673565,28.01,2.05,0.03,37.42
txact,6,2,1000,50,10,5,110.41,8.53,0.14,149.27,4.1452847,1.461823,0.3526472,26.64,2.06,0.03,36.01
txact,8,2,1000,50,10,5,86.92,7.15,0.12,119.71,3.4732558,0.791434,0.2278652,25.03,2.06,0.03,34.47
txact,10,2,1000,50,10,5,84.72,7.1,0.13,117.64,3.4604259,0.783944,0.2265455,24.48,2.05,0.04,34.0
txact,12,2,1000,50,10,5,81.6,6.83,0.11,113.17,3.3166784,0.651277,0.1963642,24.6,2.06,0.03,34.12
txact,14,2,1000,50,10,5,80.11,6.83,0.11,111.56,3.3211047,0.62502,0.1881964,24.12,2.06,0.03,33.59
txact,16,2,1000,50,10,5,79.91,6.75,0.13,110.98,3.2665655,0.58984,0.1805689,24.46,2.07,0.04,33.97
txact,18,2,1000,50,10,5,80.9,6.79,0.06,112.43,3.3036239,0.622976,0.1885735,24.49,2.06,0.02,34.03
txact,20,2,1000,50,10,5,78.32,6.67,0.09,109.0,3.2367544,0.560561,0.1731861,24.2,2.06,0.03,33.68
txact,22,2,1000,50,10,5,78.62,6.75,0.12,109.9,3.2774061,0.594515,0.181398,23.99,2.06,0.04,33.53
txact,24,2,1000,50,10,5,79.83,6.79,0.13,111.11,3.2978027,0.606866,0.1840213,24.21,2.06,0.04,33.69
txact,26,2,1000,50,10,5,79.88,6.73,0.06,110.88,3.2653996,0.587773,0.1800003,24.46,2.06,0.02,33.96
txact,28,2,1000,50,10,5,79.19,6.77,0.09,110.36,3.282905,0.606167,0.1846435,24.12,2.06,0.03,33.62
txact,30,2,1000,50,10,5,79.45,6.79,0.11,110.76,3.2776212,0.602748,0.183898,24.24,2.07,0.03,33.79
txact,32,2,1000,50,10,5,80.33,6.75,0.11,111.61,3.2769008,0.617666,0.1884909,24.51,2.06,0.03,34.06
txact,34,2,1000,50,10,5,79.37,6.76,0.06,110.6,3.2862022,0.604441,0.183933,24.15,2.06,0.02,33.66
txact,36,2,1000,50,10,5,79.56,6.87,0.11,111.49,3.3299934,0.656179,0.1970511,23.89,2.06,0.03,33.48
txact,38,2,1000,50,10,5,81.43,6.85,0.12,113.14,3.3272245,0.654738,0.196782,24.47,2.06,0.04,34.0
txact,40,2,1000,50,10,5,80.27,6.85,0.12,112.13,3.3288351,0.633253,0.1902326,24.11,2.06,0.04,33.68
txact,42,2,1000,50,10,5,82.66,6.91,0.07,114.88,3.3705363,0.68925,0.2044927,24.52,2.05,0.02,34.08
txact,44,2,1000,50,10,5,81.07,6.91,0.13,112.96,3.3452679,0.642082,0.1919374,24.23,2.07,0.04,33.77
txact,46,2,1000,50,10,5,79.65,6.84,0.14,111.34,3.312252,0.620341,0.1872868,24.05,2.07,0.04,33.61
txact,48,2,1000,50,10,5,79.33,6.75,0.1,110.72,3.2884724,0.62585,0.1903163,24.12,2.05,0.03,33.67
txact,50,2,1000,50,10,5,79.66,6.77,0.06,111.15,3.3059103,0.622062,0.1881666,24.1,2.05,0.02,33.62
txact,52,2,1000,50,10,5,79.15,6.83,0.13,110.91,3.319758,0.626126,0.1886059,23.84,2.06,0.04,33.41
txact,54,2,1000,50,10,5,79.72,6.85,0.11,111.41,3.3200894,0.642546,0.1935327,24.01,2.06,0.03,33.56
txact,56,2,1000,50,10,5,79.65,6.87,0.11,111.59,3.3286813,0.616956,0.1853455,23.93,2.06,0.03,33.52
txact,58,2,1000,50,10,5,80.58,6.82,0.07,112.28,3.3235639,0.646121,0.1944061,24.25,2.05,0.02,33.78
txact,60,2,1000,50,10,5,80.32,6.84,0.1,112.32,3.3244838,0.637143,0.1916517,24.16,2.06,0.03,33.79
txact,62,2,1000,50,10,5,80.7,6.88,0.12,112.57,3.3375478,0.640268,0.1918379,24.18,2.06,0.04,33.73
txact,64,2,1000,50,10,5,79.96,6.84,0.13,111.75,3.3323038,0.641572,0.1925311,24.0,2.05,0.04,33.54
txact,1,2,1000,50,10,5,230.76,25.29,0.06,364.5,13.3117091,10.632371,0.7987232,17.34,1.9,0.0,27.38
txact,2,2,1000,50,10,5,191.09,15.08,0.26,264.9,7.6354146,4.964578,0.6502041,25.03,1.98,0.03,34.69
txact,4,2,1000,50,10,5,135.95,9.8,0.12,181.31,4.7818796,2.095512,0.4382193,28.43,2.05,0.03,37.92
txact,6,2,1000,50,10,5,109.8,8.32,0.14,148.18,4.0334896,1.313674,0.3256917,27.22,2.06,0.03,36.74
txact,8,2,1000,50,10,5,87.47,7.25,0.14,121.34,3.5392665,0.840338,0.2374328,24.71,2.05,0.04,34.28
txact,10,2,1000,50,10,5,86.38,7.26,0.12,120.12,3.5301885,0.841155,0.2382748,24.47,2.06,0.03,34.03
txact,12,2,1000,50,10,5,82.89,6.95,0.09,115.18,3.399989,0.725074,0.2132577,24.38,2.04,0.03,33.88
txact,14,2,1000,50,10,5,80.27,6.91,0.14,112.59,3.3618783,0.67341,0.2003077,23.88,2.06,0.04,33.49
txact,16,2,1000,50,10,5,80.14,6.73,0.11,111.5,3.2762122,0.605288,0.1847524,24.46,2.05,0.03,34.03
txact,18,2,1000,50,10,5,78.96,6.74,0.06,110.22,3.2796121,0.589903,0.1798697,24.08,2.06,0.02,33.61
txact,20,2,1000,50,10,5,79.12,6.67,0.13,110.19,3.2276015,0.577465,0.1789146,24.51,2.07,0.04,34.14
txact,22,2,1000,50,10,5,80.77,6.82,0.11,112.57,3.3186365,0.646339,0.1947604,24.34,2.06,0.03,33.92
txact,24,2,1000,50,10,5,79.24,6.7,0.09,110.5,3.2506587,0.588752,0.1811178,24.38,2.06,0.03,33.99
txact,26,2,1000,50,10,5,79.13,6.71,0.06,110.55,3.2708342,0.588578,0.1799474,24.19,2.05,0.02,33.8
txact,28,2,1000,50,10,5,80.63,6.85,0.13,112.54,3.3272094,0.653436,0.1963916,24.23,2.06,0.04,33.82
txact,30,2,1000,50,10,5,79.72,6.76,0.12,111.22,3.2855675,0.628707,0.1913542,24.26,2.06,0.04,33.85
txact,32,2,1000,50,10,5,80.69,6.85,0.1,112.34,3.3261821,0.635081,0.1909339,24.26,2.06,0.03,33.77
txact,34,2,1000,50,10,5,82.27,6.8,0.08,113.65,3.2999962,0.656444,0.1989227,24.93,2.06,0.02,34.44
txact,36,2,1000,50,10,5,79.5,6.78,0.09,110.95,3.2890936,0.620046,0.1885158,24.17,2.06,0.03,33.73
txact,38,2,1000,50,10,5,80.26,6.81,0.13,112.28,3.3170836,0.639913,0.1929143,24.2,2.05,0.04,33.85
txact,40,2,1000,50,10,5,80.3,6.88,0.12,112.34,3.3318055,0.658617,0.1976757,24.1,2.06,0.04,33.72
txact,42,2,1000,50,10,5,79.35,6.79,0.06,110.91,3.3060945,0.619432,0.1873606,24.0,2.05,0.02,33.55
txact,44,2,1000,50,10,5,78.7,6.76,0.1,109.9,3.2834254,0.605189,0.1843164,23.97,2.06,0.03,33.47
txact,46,2,1000,50,10,5,89.57,7.13,0.14,122.99,3.497223,0.811796,0.2321259,25.61,2.04,0.04,35.17
txact,48,2,1000,50,10,5,79.45,6.84,0.12,111.28,3.3277849,0.645521,0.1939792,23.87,2.06,0.04,33.44
txact,50,2,1000,50,10,5,80.85,6.92,0.06,112.92,3.3581602,0.67501,0.2010059,24.08,2.06,0.02,33.63
txact,52,2,1000,50,10,5,79.32,6.69,0.1,110.47,3.2464635,0.596845,0.1838447,24.43,2.06,0.03,34.03
txact,54,2,1000,50,10,5,81.85,6.91,0.14,114.18,3.3619157,0.66776,0.1986249,24.35,2.06,0.04,33.96
txact,56,2,1000,50,10,5,79.88,6.82,0.11,111.71,3.3243317,0.645742,0.1942472,24.03,2.05,0.03,33.6
txact,58,2,1000,50,10,5,80.1,6.82,0.06,111.9,3.3189596,0.642959,0.1937231,24.13,2.05,0.02,33.72
txact,60,2,1000,50,10,5,79.95,6.83,0.12,111.75,3.3227168,0.643194,0.1935747,24.06,2.06,0.04,33.63
txact,62,2,1000,50,10,5,79.92,6.83,0.12,111.7,3.3086381,0.639082,0.1931556,24.15,2.06,0.04,33.76
txact,64,2,1000,50,10,5,80.92,6.86,0.13,112.8,3.3376481,0.645951,0.1935348,24.24,2.06,0.04,33.8
txact,1,2,1000,50,10,5,231.85,25.29,0.08,366.3,13.3288196,10.647993,0.7988699,17.39,1.9,0.01,27.48
txact,2,2,1000,50,10,5,174.62,13.68,0.21,240.53,6.8790599,4.197438,0.6101761,25.38,1.99,0.03,34.97
txact,4,2,1000,50,10,5,135.12,9.8,0.15,180.33,4.787655,2.098199,0.4382519,28.22,2.05,0.03,37.67
txact,6,2,1000,50,10,5,103.65,8.18,0.13,141.21,3.9884289,1.30548,0.3273169,25.99,2.05,0.03,35.4
txact,8,2,1000,50,10,5,86.84,7.22,0.12,120.28,3.5237443,0.842274,0.2390281,24.64,2.05,0.03,34.13
txact,10,2,1000,50,10,5,88.32,7.46,0.14,122.93,3.6565328,0.954579,0.2610612,24.15,2.04,0.04,33.62
txact,12,2,1000,50,10,5,80.68,6.89,0.1,112.27,3.347658,0.665424,0.198773,24.1,2.06,0.03,33.54
txact,14,2,1000,50,10,5,83.36,7.09,0.15,116.28,3.4577756,0.800845,0.231607,24.11,2.05,0.04,33.63
txact,16,2,1000,50,10,5,80.16,6.86,0.11,111.76,3.3286287,0.641006,0.1925736,24.08,2.06,0.03,33.58
txact,18,2,1000,50,10,5,80.52,6.76,0.04,111.89,3.2846279,0.637249,0.1940095,24.51,2.06,0.01,34.06
txact,20,2,1000,50,10,5,79.17,6.8,0.11,110.49,3.3026824,0.616476,0.1866592,23.97,2.06,0.03,33.45
txact,22,2,1000,50,10,5,78.1,6.73,0.1,109.04,3.2703559,0.588131,0.179837,23.88,2.06,0.03,33.34
txact,24,2,1000,50,10,5,78.92,6.73,0.11,109.92,3.2598689,0.587688,0.1802796,24.21,2.06,0.03,33.72
txact,26,2,1000,50,10,5,79.17,6.77,0.07,110.31,3.2798747,0.606624,0.1849534,24.14,2.06,0.02,33.63
txact,28,2,1000,50,10,5,78.3,6.74,0.13,109.58,3.2657591,0.588213,0.1801152,23.98,2.06,0.04,33.55
txact,30,2,1000,50,10,5,80.31,6.83,0.13,111.91,3.3153854,0.611283,0.1843777,24.22,2.06,0.04,33.75
txact,32,2,1000,50,10,5,80.15,6.83,0.09,111.77,3.3219166,0.624327,0.1879418,24.13,2.06,0.03,33.65
txact,34,2,1000,50,10,5,79.36,6.8,0.05,110.89,3.3186066,0.622763,0.187658,23.91,2.05,0.02,33.41
txact,36,2,1000,50,10,5,79.17,6.74,0.11,110.31,3.268537,0.615243,0.1882319,24.22,2.06,0.03,33.75
txact,38,2,1000,50,10,5,79.01,7.06,0.12,111.97,3.4406745,0.603887,0.1755141,22.96,2.05,0.03,32.54
txact,40,2,1000,50,10,5,82.9,7.03,0.13,115.55,3.4397173,0.690001,0.2005982,24.1,2.04,0.04,33.59
txact,42,2,1000,50,10,5,78.85,6.81,0.03,110.27,3.3147727,0.59808,0.1804287,23.79,2.05,0.01,33.27
txact,44,2,1000,50,10,5,79.81,6.83,0.1,111.35,3.3129224,0.624645,0.188548,24.09,2.06,0.03,33.61
txact,46,2,1000,50,10,5,79.7,6.82,0.12,111.33,3.3178189,0.640475,0.193041,24.02,2.06,0.04,33.56
txact,48,2,1000,50,10,5,80.7,6.9,0.13,112.52,3.3449972,0.649572,0.1941921,24.13,2.06,0.04,33.64
txact,50,2,1000,50,10,5,78.67,6.78,0.06,109.73,3.2818702,0.598412,0.1823387,23.97,2.07,0.02,33.44
txact,52,2,1000,50,10,5,85.56,7.05,0.13,118.22,3.4292284,0.726406,0.2118278,24.95,2.06,0.04,34.47
txact,54,2,1000,50,10,5,80.89,6.83,0.13,112.73,3.3246649,0.650611,0.1956922,24.33,2.05,0.04,33.91
txact,56,2,1000,50,10,5,82.23,6.93,0.11,114.28,3.3812691,0.695606,0.2057233,24.32,2.05,0.03,33.8
txact,58,2,1000,50,10,5,82.56,6.88,0.04,114.46,3.3468129,0.680184,0.2032334,24.67,2.06,0.01,34.2
txact,60,2,1000,50,10,5,89.74,7.13,0.11,122.84,3.4850116,0.819859,0.2352529,25.75,2.05,0.03,35.25
txact,62,2,1000,50,10,5,80.09,6.88,0.11,111.87,3.3348714,0.645587,0.1935868,24.02,2.06,0.03,33.55
txact,64,2,1000,50,10,5,80.38,6.86,0.12,112.36,3.3260755,0.644861,0.1938804,24.17,2.06,0.04,33.78
txact,1,2,1000,50,10,5,232.53,25.36,0.06,367.23,13.352378,10.648664,0.7975107,17.41,1.9,0.0,27.5
txact,2,2,1000,50,10,5,183.58,14.66,0.2,255.18,7.4163482,4.757902,0.6415424,24.75,1.98,0.03,34.41
txact,4,2,1000,50,10,5,131.93,9.75,0.14,176.9,4.7661656,2.092124,0.4389533,27.68,2.05,0.03,37.12
txact,6,2,1000,50,10,5,104.1,7.91,0.11,140.28,3.8225169,1.15835,0.3030333,27.23,2.07,0.03,36.7
txact,8,2,1000,50,10,5,91.08,7.44,0.1,125.73,3.6272808,0.952863,0.2626935,25.11,2.05,0.03,34.66
txact,10,2,1000,50,10,5,86.26,7.25,0.13,120.2,3.5217591,0.87322,0.24795,24.49,2.06,0.04,34.13
txact,12,2,1000,50,10,5,81.85,6.94,0.13,114.01,3.3704016,0.667531,0.1980568,24.28,2.06,0.04,33.83
txact,14,2,1000,50,10,5,80.49,6.81,0.12,111.88,3.3019544,0.623115,0.188711,24.38,2.06,0.04,33.88
txact,16,2,1000,50,10,5,80.06,6.9,0.11,112.03,3.3477358,0.669302,0.1999268,23.91,2.06,0.03,33.46
txact,18,2,1000,50,10,5,79.52,6.73,0.07,110.78,3.2601426,0.600379,0.1841573,24.39,2.06,0.02,33.98
txact,20,2,1000,50,10,5,86.52,6.93,0.13,118.92,3.3805445,0.725224,0.2145288,25.59,2.05,0.04,35.18
txact,22,2,1000,50,10,5,78.59,6.71,0.11,109.67,3.2554358,0.572657,0.1759079,24.14,2.06,0.03,33.69
txact,24,2,1000,50,10,5,79.63,6.78,0.13,111.28,3.3028588,0.617441,0.1869414,24.11,2.05,0.04,33.69
txact,26,2,1000,50,10,5,79.39,6.75,0.07,110.66,3.2747967,0.599358,0.1830214,24.24,2.06,0.02,33.79
txact,28,2,1000,50,10,5,80.81,6.86,0.1,112.97,3.3272875,0.647387,0.194569,24.29,2.06,0.03,33.95
txact,30,2,1000,50,10,5,79.42,6.74,0.12,110.7,3.2634749,0.583154,0.1786911,24.34,2.07,0.04,33.92
txact,32,2,1000,50,10,5,79.33,6.76,0.12,110.85,3.2825378,0.604587,0.1841828,24.17,2.06,0.04,33.77
txact,34,2,1000,50,10,5,80.85,6.76,0.06,112.38,3.2757314,0.621025,0.1895836,24.68,2.06,0.02,34.31
txact,36,2,1000,50,10,5,79.94,6.82,0.13,111.67,3.3009328,0.606791,0.1838241,24.22,2.07,0.04,33.83
txact,38,2,1000,50,10,5,79.69,6.84,0.12,111.71,3.3249535,0.606209,0.182321,23.97,2.06,0.04,33.6
txact,40,2,1000,50,10,5,79.74,6.81,0.11,111.45,3.2983131,0.608741,0.1845613,24.18,2.06,0.03,33.79
txact,42,2,1000,50,10,5,79.91,6.74,0.07,111.5,3.2767627,0.613393,0.1871948,24.39,2.06,0.02,34.03
txact,44,2,1000,50,10,5,80.4,6.84,0.1,112.25,3.3254265,0.636947,0.1915384,24.18,2.06,0.03,33.76
txact,46,2,1000,50,10,5,79.54,6.81,0.11,111.25,3.3054145,0.608985,0.1842386,24.06,2.06,0.03,33.66
txact,48,2,1000,50,10,5,79.75,6.79,0.12,111.43,3.3066572,0.631025,0.1908347,24.12,2.05,0.04,33.7
txact,50,2,1000,50,10,5,79.96,6.85,0.07,111.61,3.3201207,0.630342,0.1898551,24.08,2.06,0.02,33.62
txact,52,2,1000,50,10,5,80.7,6.83,0.11,112.33,3.3174006,0.633781,0.1910475,24.33,2.06,0.03,33.86
txact,54,2,1000,50,10,5,79.84,6.8,0.14,111.45,3.3050964,0.636931,0.1927118,24.16,2.06,0.04,33.72
txact,56,2,1000,50,10,5,79.35,6.81,0.11,110.82,3.2998828,0.614356,0.1861751,24.05,2.06,0.03,33.58
txact,58,2,1000,50,10,5,79.09,6.8,0.06,110.47,3.3157827,0.624392,0.1883091,23.85,2.05,0.02,33.32
txact,60,2,1000,50,10,5,79.58,6.82,0.1,111.0,3.3058641,0.626201,0.1894213,24.07,2.06,0.03,33.58
txact,62,2,1000,50,10,5,79.71,6.83,0.12,111.35,3.3103154,0.635666,0.1920258,24.08,2.06,0.04,33.64
txact,64,2,1000,50,10,5,80.43,6.87,0.13,112.38,3.3341882,0.635779,0.1906848,24.12,2.06,0.04,33.71
txact,1,2,1000,50,10,5,230.13,25.38,0.08,364.06,13.362984,10.684408,0.7995526,17.22,1.9,0.01,27.24
txact,2,2,1000,50,10,5,187.69,14.69,0.22,258.64,7.3910941,4.721819,0.6388525,25.39,1.99,0.03,34.99
txact,4,2,1000,50,10,5,130.42,9.41,0.12,173.49,4.5829377,1.89924,0.4144154,28.46,2.05,0.03,37.86
txact,6,2,1000,50,10,5,109.25,8.29,0.11,147.03,4.0217051,1.342394,0.3337873,27.17,2.06,0.03,36.56
txact,8,2,1000,50,10,5,91.55,7.6,0.14,126.94,3.7189237,1.027631,0.2763248,24.62,2.04,0.04,34.13
txact,10,2,1000,50,10,5,86.14,7.14,0.13,119.26,3.4757006,0.809846,0.2330022,24.78,2.05,0.04,34.31
txact,12,2,1000,50,10,5,84.15,7.03,0.11,116.5,3.415221,0.724599,0.2121675,24.64,2.06,0.03,34.11
txact,14,2,1000,50,10,5,80.91,6.83,0.11,112.54,3.3136112,0.653312,0.1971601,24.42,2.06,0.03,33.96
txact,16,2,1000,50,10,5,78.22,6.66,0.12,109.17,3.2386363,0.567318,0.1751719,24.15,2.06,0.04,33.71
txact,18,2,1000,50,10,5,78.27,6.69,0.07,109.3,3.2565857,0.572914,0.1759247,24.03,2.05,0.02,33.56
txact,20,2,1000,50,10,5,80.32,6.77,0.13,112.03,3.2899591,0.615691,0.1871424,24.41,2.06,0.04,34.05
txact,22,2,1000,50,10,5,79.46,6.76,0.12,110.95,3.2945977,0.616123,0.1870101,24.12,2.05,0.04,33.68
txact,24,2,1000,50,10,5,81.42,6.8,0.11,113.18,3.3067157,0.63389,0.1916978,24.62,2.06,0.03,34.23
txact,26,2,1000,50,10,5,79.04,6.74,0.06,110.35,3.2578361,0.578389,0.1775378,24.26,2.07,0.02,33.87
txact,28,2,1000,50,10,5,79.43,6.8,0.11,110.95,3.2998847,0.603574,0.1829076,24.07,2.06,0.03,33.62
txact,30,2,1000,50,10,5,80.64,6.78,0.12,112.16,3.2932632,0.627662,0.1905897,24.49,2.06,0.04,34.06
txact,32,2,1000,50,10,5,79.78,6.8,0.1,111.4,3.3046536,0.615126,0.1861393,24.14,2.06,0.03,33.71
txact,34,2,1000,50,10,5,79.73,6.79,0.07,111.13,3.3089662,0.64121,0.1937796,24.1,2.05,0.02,33.58
txact,36,2,1000,50,10,5,79.35,6.84,0.11,111.12,3.3278489,0.628528,0.1888692,23.84,2.06,0.03,33.39
txact,38,2,1000,50,10,5,82.0,6.85,0.14,113.87,3.3442931,0.674963,0.2018253,24.52,2.05,0.04,34.05
txact,40,2,1000,50,10,5,78.96,6.77,0.1,110.34,3.2897473,0.614291,0.1867289,24.0,2.06,0.03,33.54
txact,42,2,1000,50,10,5,79.55,6.83,0.06,111.36,3.3259639,0.651836,0.1959841,23.92,2.05,0.02,33.48
txact,44,2,1000,50,10,5,79.25,6.74,0.1,110.51,3.2687015,0.615751,0.1883779,24.25,2.06,0.03,33.81
txact,46,2,1000,50,10,5,80.83,6.92,0.13,113.1,3.3682918,0.667539,0.1981832,24.0,2.05,0.04,33.58
txact,48,2,1000,50,10,5,79.87,6.79,0.11,111.46,3.2991216,0.620949,0.1882165,24.21,2.06,0.03,33.78
txact,50,2,1000,50,10,5,80.48,6.81,0.06,112.17,3.3149755,0.651747,0.1966069,24.28,2.05,0.02,33.84
txact,52,2,1000,50,10,5,79.77,6.83,0.12,111.55,3.310459,0.624143,0.1885367,24.1,2.06,0.04,33.7
txact,54,2,1000,50,10,5,80.34,6.87,0.14,112.33,3.3296871,0.644442,0.1935443,24.13,2.06,0.04,33.74
txact,56,2,1000,50,10,5,80.3,6.83,0.11,112.11,3.3093916,0.631211,0.1907332,24.26,2.06,0.03,33.88
txact,58,2,1000,50,10,5,79.66,6.83,0.06,111.66,3.3191341,0.637376,0.1920308,24.0,2.06,0.02,33.64
txact,60,2,1000,50,10,5,82.81,6.93,0.1,115.47,3.3766117,0.694113,0.2055649,24.52,2.05,0.03,34.2
txact,62,2,1000,50,10,5,81.01,6.88,0.14,113.53,3.3404455,0.660829,0.1978266,24.25,2.06,0.04,33.99
txact,64,2,1000,50,10,5,84.67,7.01,0.11,117.66,3.4109672,0.713373,0.209141,24.82,2.06,0.03,34.49
txact,1,2,1000,50,10,5,234.03,25.37,0.04,370.07,13.3463718,10.64286,0.7974347,17.54,1.9,0.0,27.73
txact,2,2,1000,50,10,5,173.23,13.85,0.2,241.08,7.0037439,4.30718,0.6149825,24.73,1.98,0.03,34.42
txact,4,2,1000,50,10,5,131.88,9.55,0.17,176.31,4.6624662,1.973357,0.4232432,28.29,2.05,0.04,37.81
txact,6,2,1000,50,10,5,108.12,8.16,0.12,145.63,3.9552871,1.264428,0.3196805,27.34,2.06,0.03,36.82
txact,8,2,1000,50,10,5,89.72,7.3,0.12,123.85,3.5569956,0.864671,0.2430903,25.22,2.05,0.03,34.82
txact,10,2,1000,50,10,5,85.96,7.18,0.14,119.47,3.5024498,0.800063,0.2284295,24.54,2.05,0.04,34.11
txact,12,2,1000,50,10,5,82.22,7.02,0.13,114.84,3.4222918,0.730728,0.2135201,24.02,2.05,0.04,33.56
txact,14,2,1000,50,10,5,80.38,6.93,0.11,112.49,3.3633846,0.664403,0.19754,23.9,2.06,0.03,33.45
txact,16,2,1000,50,10,5,79.85,6.73,0.12,111.06,3.2614023,0.579359,0.1776411,24.48,2.06,0.04,34.05
txact,18,2,1000,50,10,5,79.73,6.8,0.06,111.41,3.30902,0.63273,0.1912137,24.09,2.05,0.02,33.67
txact,20,2,1000,50,10,5,79.89,6.73,0.1,111.04,3.2751155,0.599341,0.1829984,24.39,2.05,0.03,33.9
txact,22,2,1000,50,10,5,79.09,6.73,0.1,110.36,3.2651903,0.600352,0.1838643,24.22,2.06,0.03,33.8
txact,24,2,1000,50,10,5,78.88,6.78,0.14,110.46,3.2840016,0.594066,0.180897,24.02,2.06,0.04,33.64
txact,26,2,1000,50,10,5,79.63,6.73,0.07,110.9,3.2591162,0.603855,0.1852818,24.43,2.06,0.02,34.03
txact,28,2,1000,50,10,5,79.52,6.77,0.1,111.03,3.293204,0.628252,0.1907723,24.15,2.06,0.03,33.71
txact,30,2,1000,50,10,5,80.63,6.84,0.11,112.25,3.3189279,0.632621,0.19061,24.29,2.06,0.03,33.82
txact,32,2,1000,50,10,5,79.81,6.78,0.13,111.55,3.3016042,0.625451,0.1894385,24.17,2.05,0.04,33.79
txact,34,2,1000,50,10,5,79.12,6.81,0.07,110.89,3.3044741,0.597529,0.1808242,23.94,2.06,0.02,33.56
txact,36,2,1000,50,10,5,81.36,6.85,0.11,113.43,3.3322264,0.638539,0.1916253,24.42,2.06,0.03,34.04
txact,38,2,1000,50,10,5,79.61,6.84,0.14,111.37,3.3218544,0.622525,0.1874029,23.97,2.06,0.04,33.53
txact,40,2,1000,50,10,5,79.7,6.81,0.12,111.35,3.3026509,0.607854,0.1840503,24.13,2.06,0.04,33.72
txact,42,2,1000,50,10,5,80.19,6.79,0.06,112.03,3.3112405,0.623715,0.1883629,24.22,2.05,0.02,33.83
txact,44,2,1000,50,10,5,80.66,6.84,0.12,112.63,3.3181356,0.641285,0.1932667,24.31,2.06,0.04,33.94
txact,46,2,1000,50,10,5,81.97,6.98,0.12,114.5,3.3906311,0.691622,0.2039803,24.18,2.06,0.04,33.77
txact,48,2,1000,50,10,5,79.67,6.76,0.1,111.1,3.2750758,0.602795,0.1840553,24.33,2.06,0.03,33.92
txact,50,2,1000,50,10,5,80.22,6.8,0.07,111.79,3.3162911,0.62771,0.1892807,24.19,2.05,0.02,33.71
txact,52,2,1000,50,10,5,83.05,6.93,0.11,115.45,3.3689714,0.697732,0.2071053,24.65,2.06,0.03,34.27
txact,54,2,1000,50,10,5,79.58,6.84,0.13,111.36,3.3252927,0.6402,0.1925244,23.93,2.06,0.04,33.49
txact,56,2,1000,50,10,5,80.39,6.89,0.11,112.56,3.3606979,0.662792,0.1972186,23.92,2.05,0.03,33.49
txact,58,2,1000,50,10,5,78.88,6.78,0.06,110.36,3.2843865,0.610518,0.1858849,24.02,2.06,0.02,33.6
txact,60,2,1000,50,10,5,83.02,6.94,0.12,115.39,3.381455,0.685309,0.2026669,24.55,2.05,0.04,34.12
txact,62,2,1000,50,10,5,80.39,6.9,0.11,112.49,3.3486465,0.642058,0.1917366,24.01,2.06,0.03,33.59
txact,64,2,1000,50,10,5,83.27,6.96,0.12,115.85,3.3784778,0.696618,0.2061929,24.65,2.06,0.04,34.29
txact,1,2,1000,50,10,5,232.39,25.41,0.07,366.54,13.3295633,10.62579,0.7971596,17.43,1.91,0.01,27.5
txact,2,2,1000,50,10,5,166.68,13.43,0.19,231.75,6.7734835,4.09859,0.6050934,24.61,1.98,0.03,34.21
txact,4,2,1000,50,10,5,130.08,9.36,0.16,173.2,4.5558304,1.890891,0.4150486,28.55,2.05,0.04,38.02
txact,6,2,1000,50,10,5,110.78,8.33,0.14,149.0,4.0337825,1.370024,0.3396375,27.46,2.07,0.03,36.94
txact,8,2,1000,50,10,5,89.24,7.27,0.11,123.1,3.5484914,0.853402,0.2404971,25.15,2.05,0.03,34.69
txact,10,2,1000,50,10,5,85.67,7.15,0.14,119.09,3.4821021,0.822023,0.2360709,24.6,2.05,0.04,34.2
txact,12,2,1000,50,10,5,82.25,6.86,0.1,114.0,3.3392405,0.653267,0.1956334,24.63,2.05,0.03,34.14
txact,14,2,1000,50,10,5,81.41,6.97,0.14,113.92,3.3872024,0.696214,0.2055425,24.03,2.06,0.04,33.63
txact,16,2,1000,50,10,5,80.6,6.84,0.13,112.19,3.3181457,0.635274,0.1914545,24.29,2.06,0.04,33.81
txact,18,2,1000,50,10,5,79.36,6.74,0.06,110.46,3.26249,0.599973,0.1839003,24.32,2.07,0.02,33.86
txact,20,2,1000,50,10,5,81.47,6.83,0.09,112.97,3.3112792,0.626782,0.189287,24.6,2.06,0.03,34.12
txact,22,2,1000,50,10,5,80.0,6.81,0.12,111.62,3.3111173,0.618207,0.1867065,24.16,2.06,0.04,33.71
txact,24,2,1000,50,10,5,81.79,6.81,0.13,113.65,3.3164582,0.655664,0.1977001,24.66,2.05,0.04,34.27
txact,26,2,1000,50,10,5,79.45,6.85,0.06,111.2,3.3303156,0.629945,0.1891547,23.86,2.06,0.02,33.39
txact,28,2,1000,50,10,5,80.57,6.82,0.13,112.2,3.3081548,0.631451,0.1908771,24.35,2.06,0.04,33.92
txact,30,2,1000,50,10,5,79.66,6.85,0.12,111.62,3.3219286,0.638069,0.1920779,23.98,2.06,0.04,33.6
txact,32,2,1000,50,10,5,78.85,6.74,0.11,110.13,3.2792318,0.597769,0.1822893,24.05,2.06,0.03,33.58
txact,34,2,1000,50,10,5,79.21,6.76,0.06,110.6,3.2762475,0.60766,0.1854744,24.18,2.06,0.02,33.76
